"id","source","category_code","category_path","cpi_category","match_method","created_at"
12838,wolt,ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА🍾 / Игристые (Традиционный метод),ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА🍾 / Игристые (Традиционный метод),"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12839,wolt,ШАМПАНСКОЕ 🥂,ШАМПАНСКОЕ 🥂,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12840,wolt,"ЧАЙ, КОФЕ И КАКАО / Чай","ЧАЙ, КОФЕ И КАКАО / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12841,wolt,Чай,Чай,Чай черный,qwen,2026-07-07 23:53:19.755
12842,wolt,ЧАЙ. КОФЕ / Чай,ЧАЙ. КОФЕ / Чай,Чай черный,qwen,2026-07-07 23:53:19.755
12843,wolt,"ЧАЙ, КОФЕ / Чай в пакетиках","ЧАЙ, КОФЕ / Чай в пакетиках",Чай зеленый,qwen,2026-07-07 23:53:19.755
12844,wolt,Чай Кофе Gutenberg / Чай,Чай Кофе Gutenberg / Чай,Чай черный,qwen,2026-07-07 23:53:19.755
12845,wolt,ЧАЙ. КОФЕ / Чай,ЧАЙ. КОФЕ / Чай,Чай зеленый,qwen,2026-07-07 23:53:19.755
12846,wolt,Чай/Кофе,Чай/Кофе,Чай черный,qwen,2026-07-07 23:53:19.755
12847,wolt,ШАМПАНСКОЕ,ШАМПАНСКОЕ,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12848,wolt,Чаи и кофе,Чаи и кофе,Чай черный,qwen,2026-07-07 23:53:19.755
12849,wolt,Чайный сет  / Чайный сет,Чайный сет  / Чайный сет,Чай черный,qwen,2026-07-07 23:53:19.755
12850,wolt,"ЧАЙ, КОФЕ, СЛАДОСТИ / Чай","ЧАЙ, КОФЕ, СЛАДОСТИ / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12851,wolt,Чай кофе сиропы / Чай,Чай кофе сиропы / Чай,Чай зеленый,qwen,2026-07-07 23:53:19.755
12852,wolt,ШАМПАНСКОЕ🍾,ШАМПАНСКОЕ🍾,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12853,wolt,ШАМПАНСКОЕ И ИГРИСТОЕ 🍾 / ИГРИСТОЕ ВИНО 🍾,ШАМПАНСКОЕ И ИГРИСТОЕ 🍾 / ИГРИСТОЕ ВИНО 🍾,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12854,wolt,Чайный сет  / Чайный сет,Чайный сет  / Чайный сет,Чай зеленый,qwen,2026-07-07 23:53:19.755
12855,wolt,ЧАЙНЫЕ НАБОРЫ 🍰,ЧАЙНЫЕ НАБОРЫ 🍰,Чай зеленый,qwen,2026-07-07 23:53:19.755
12856,wolt,ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА🍾 / ИГРИСТЫЕ ВИНА (ШАРМА),ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА🍾 / ИГРИСТЫЕ ВИНА (ШАРМА),"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12857,wolt,"Чай, кофе, какао / Чай","Чай, кофе, какао / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12858,wolt,"ЧАЙ, КОФЕ / Чай прессованный","ЧАЙ, КОФЕ / Чай прессованный",Чай черный,qwen,2026-07-07 23:53:19.755
12859,wolt,"ЧАЙ, КОФЕ / Чай в пачках","ЧАЙ, КОФЕ / Чай в пачках",Чай зеленый,qwen,2026-07-07 23:53:19.755
12860,wolt,ШАМПАНСКОЕ🥂 / Игристые вина,ШАМПАНСКОЕ🥂 / Игристые вина,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12861,wolt,"Чай, кофе, какао / Чай Esentai Gourmet","Чай, кофе, какао / Чай Esentai Gourmet",Чай зеленый,qwen,2026-07-07 23:53:19.755
12862,wolt,ЧАЙНЫЕ БОМБОЧКИ,ЧАЙНЫЕ БОМБОЧКИ,Чай черный,qwen,2026-07-07 23:53:19.755
12863,wolt,Чай и кофе,Чай и кофе,Чай черный,qwen,2026-07-07 23:53:19.755
12864,wolt,"ЧАЙ, КОФЕ, КАКАО / ЧАЙ","ЧАЙ, КОФЕ, КАКАО / ЧАЙ",Чай черный,qwen,2026-07-07 23:53:19.755
12865,wolt,"ЧАЙ, КОФЕ И КАКАО ☕️ / Чай","ЧАЙ, КОФЕ И КАКАО ☕️ / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12866,wolt,"ЧАЙ, КОФЕ ☕️ / Чай","ЧАЙ, КОФЕ ☕️ / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12867,wolt,ШАМПАНСКОЕ 🍾,ШАМПАНСКОЕ 🍾,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12868,wolt,"ЧАЙ, КОФЕ, САХАР ☕️ / Чай","ЧАЙ, КОФЕ, САХАР ☕️ / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12869,wolt,"ЧАЙ, КОФЕ, СЛАДОСТИ / Восточные сладости","ЧАЙ, КОФЕ, СЛАДОСТИ / Восточные сладости",Халва,qwen,2026-07-07 23:53:19.755
12870,wolt,Черный Чай,Черный Чай,Чай черный,qwen,2026-07-07 23:53:19.755
12871,wolt,"ЧАЙ, КОФЕ ☕️ / Чай","ЧАЙ, КОФЕ ☕️ / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12872,wolt,Чай Кофе Gutenberg / Чай,Чай Кофе Gutenberg / Чай,Чай зеленый,qwen,2026-07-07 23:53:19.755
12873,wolt,ШАМПАНСКОЕ И ИГРИСТОЕ 🍾 / ШАМПАНСКОЕ 🥂,ШАМПАНСКОЕ И ИГРИСТОЕ 🍾 / ШАМПАНСКОЕ 🥂,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12874,wolt,Чай/Кофе,Чай/Кофе,Чай зеленый,qwen,2026-07-07 23:53:19.755
12875,wolt,"ЧАЙ, КОФЕ, САХАР ☕️ / Чай","ЧАЙ, КОФЕ, САХАР ☕️ / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12876,wolt,"ЧАЙ, КОФЕ, КАКАО / ЧАЙ","ЧАЙ, КОФЕ, КАКАО / ЧАЙ",Чай зеленый,qwen,2026-07-07 23:53:19.755
12877,wolt,Черный Чай,Черный Чай,Чай зеленый,qwen,2026-07-07 23:53:19.755
12878,wolt,ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА 🍾,ШАМПАНСКОЕ И ИГРИСТЫЕ ВИНА 🍾,"Шампанское, игристые вина",qwen,2026-07-07 23:53:19.755
12879,wolt,"Чай, кофе, какао / Чай Esentai Gourmet","Чай, кофе, какао / Чай Esentai Gourmet",Чай черный,qwen,2026-07-07 23:53:19.755
12880,wolt,Чаи и кофе,Чаи и кофе,Чай зеленый,qwen,2026-07-07 23:53:19.755
12881,wolt,Чай / DAMMANN FRERES,Чай / DAMMANN FRERES,Чай зеленый,qwen,2026-07-07 23:53:19.755
12882,wolt,"Чай листовой, 100гр","Чай листовой, 100гр",Чай черный,qwen,2026-07-07 23:53:19.755
12883,wolt,"ЧАЙ, КОФЕ, КАКАО☕️ / Чай","ЧАЙ, КОФЕ, КАКАО☕️ / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12884,wolt,"ЧАЙ, КОФЕ, СЛАДОСТИ / Чай","ЧАЙ, КОФЕ, СЛАДОСТИ / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12885,wolt,Чай и кофе / Чай,Чай и кофе / Чай,Чай черный,qwen,2026-07-07 23:53:19.755
12886,wolt,"ЧАЙ, КОФЕ, КАКАО☕️ / Чай","ЧАЙ, КОФЕ, КАКАО☕️ / Чай",Чай зеленый,qwen,2026-07-07 23:53:19.755
12887,wolt,"ЧАЙ, КОФЕ / Чай прессованный","ЧАЙ, КОФЕ / Чай прессованный",Чай зеленый,qwen,2026-07-07 23:53:19.755
12888,wolt,ЧАЙНЫЕ БОМБОЧКИ,ЧАЙНЫЕ БОМБОЧКИ,Чай зеленый,qwen,2026-07-07 23:53:19.755
12889,wolt,"ЧАЙ, КОФЕ И КАКАО / Чай","ЧАЙ, КОФЕ И КАКАО / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12890,wolt,Чай / DAMMANN FRERES,Чай / DAMMANN FRERES,Чай черный,qwen,2026-07-07 23:53:19.755
12891,wolt,"Чай, кофе, какао / Чай","Чай, кофе, какао / Чай",Чай черный,qwen,2026-07-07 23:53:19.755
12892,wolt,"ЧАЙ, КОФЕ / Чай в пакетиках","ЧАЙ, КОФЕ / Чай в пакетиках",Чай черный,qwen,2026-07-07 23:53:19.755
12893,wolt,Шоколадные напитки / BOUNTY,Шоколадные напитки / BOUNTY,Халва,qwen,2026-07-07 23:54:06.891
12894,wolt,ШОКОЛАД 🍫,ШОКОЛАД 🍫,Халва,qwen,2026-07-07 23:54:06.891
12895,wolt,Шоколадные напитки / ALMAFOOD,Шоколадные напитки / ALMAFOOD,Халва,qwen,2026-07-07 23:54:06.891
12896,wolt,Шампанское,Шампанское,"Шампанское, игристые вина",qwen,2026-07-07 23:54:06.891
12897,wolt,Шоколадные напитки / MARS,Шоколадные напитки / MARS,Халва,qwen,2026-07-07 23:54:06.891
12898,wolt,Шоколадные напитки / ELZA,Шоколадные напитки / ELZA,Халва,qwen,2026-07-07 23:54:06.891
12899,wolt,"ШОКОЛАДЫ, КОНФЕТЫ, ПАСТИЛА / ШОКОЛАДЫ","ШОКОЛАДЫ, КОНФЕТЫ, ПАСТИЛА / ШОКОЛАДЫ",Халва,qwen,2026-07-07 23:54:06.891
12900,wolt,Шоколад🍫,Шоколад🍫,Халва,qwen,2026-07-07 23:54:06.891
12901,wolt,Японский Чай,Японский Чай,Чай зеленый,qwen,2026-07-07 23:54:06.891
12902,wolt,Шоколадные напитки / KRUGER,Шоколадные напитки / KRUGER,Халва,qwen,2026-07-07 23:54:06.891
12903,wolt,ШАШЛЫКИ,ШАШЛЫКИ,Тушенка из говядины,qwen,2026-07-07 23:54:06.891
12904,wolt,Шоколадные напитки / MOKATE,Шоколадные напитки / MOKATE,Халва,qwen,2026-07-07 23:54:06.891
12905,wolt,ШАШЛЫКИ,ШАШЛЫКИ,Тушенка из конины,qwen,2026-07-07 23:54:06.891
12906,wolt,ШОКОЛАД И КОНФЕТЫ / Шоколадные батончики,ШОКОЛАД И КОНФЕТЫ / Шоколадные батончики,Халва,qwen,2026-07-07 23:54:06.891
12907,wolt,ШОКОЛАД 🍫 ,ШОКОЛАД 🍫 ,Халва,qwen,2026-07-07 23:54:06.891
12908,wolt,Шоколадные напитки / TWIX,Шоколадные напитки / TWIX,Халва,qwen,2026-07-07 23:54:06.891
12909,wolt,ШАШЛЫКИ 🥓,ШАШЛЫКИ 🥓,Тушенка из конины,qwen,2026-07-07 23:54:06.891
12910,wolt,"ШОКОЛАД И КОНФЕТЫ / Карамель, ирис, батончики","ШОКОЛАД И КОНФЕТЫ / Карамель, ирис, батончики",Халва,qwen,2026-07-07 23:54:06.891
12911,wolt,"Шоколады, сладости / Бисквит","Шоколады, сладости / Бисквит",Халва,qwen,2026-07-07 23:54:06.891
12912,wolt,ШОКОЛАД🍫 И СЪЕДОБНЫЕ БУКЕТЫ,ШОКОЛАД🍫 И СЪЕДОБНЫЕ БУКЕТЫ,Халва,qwen,2026-07-07 23:54:06.891
12913,wolt,ШОКОЛАД🍫,ШОКОЛАД🍫,Халва,qwen,2026-07-07 23:54:06.891
12914,wolt,ШАШЛЫКИ 🥓,ШАШЛЫКИ 🥓,Тушенка из говядины,qwen,2026-07-07 23:54:06.891
12915,wolt,Шоколадные батончики,Шоколадные батончики,Халва,qwen,2026-07-07 23:54:06.891
12916,wolt,ШОКОЛАД И СЛАДОСТИ 🍫,ШОКОЛАД И СЛАДОСТИ 🍫,Халва,qwen,2026-07-07 23:54:06.891
12917,wolt,ШОКОЛАДНОЕ GELATO ,ШОКОЛАДНОЕ GELATO ,Халва,qwen,2026-07-07 23:54:06.891
12918,wolt,Шоколадные конфеты ,Шоколадные конфеты ,Халва,qwen,2026-07-07 23:54:06.891
12919,wolt,Шоколадные напитки / RISTORA,Шоколадные напитки / RISTORA,Халва,qwen,2026-07-07 23:54:06.891
12920,wolt,ШОКОЛАДКИ🍫,ШОКОЛАДКИ🍫,Халва,qwen,2026-07-07 23:54:06.891
12921,wolt,ШОКОЛАДНЫЕ БОКСЫ🍫,ШОКОЛАДНЫЕ БОКСЫ🍫,Халва,qwen,2026-07-07 23:54:06.891
12922,wolt,"Шоколады, сладости / Сублиматы","Шоколады, сладости / Сублиматы",Халва,qwen,2026-07-07 23:54:06.891
12923,wolt,Шоколданая плитка,Шоколданая плитка,Халва,qwen,2026-07-07 23:54:06.891
12924,wolt,ШОКОЛАД и КОНФЕТЫ,ШОКОЛАД и КОНФЕТЫ,Халва,qwen,2026-07-07 23:54:06.891
12925,wolt,Шоколад и конфеты,Шоколад и конфеты,Халва,qwen,2026-07-07 23:54:06.891
12926,wolt,Шоколад 🍫,Шоколад 🍫,Халва,qwen,2026-07-07 23:54:06.891
12927,wolt,ШОКОЛАД,ШОКОЛАД,Халва,qwen,2026-07-07 23:54:06.891
12928,wolt,ШОКОЛАД Bean to bar,ШОКОЛАД Bean to bar,Халва,qwen,2026-07-07 23:54:06.891
12929,wolt,Шоколад,Шоколад,Халва,qwen,2026-07-07 23:54:06.891
12930,wolt,"Шоколады, сладости / Шоколад","Шоколады, сладости / Шоколад",Халва,qwen,2026-07-07 23:54:06.891
12931,wolt,"ШОКОЛАД, БАТОНЧИКИ, ПАСТА🍫","ШОКОЛАД, БАТОНЧИКИ, ПАСТА🍫",Халва,qwen,2026-07-07 23:54:06.891
12932,wolt,ШОКОЛАД И КОНФЕТЫ / Наборы конфет,ШОКОЛАД И КОНФЕТЫ / Наборы конфет,Халва,qwen,2026-07-07 23:54:06.891
12933,wolt,"ШОКОЛАД, ШОКОЛАДНЫЕ ИЗДЕЛИЯ🍫","ШОКОЛАД, ШОКОЛАДНЫЕ ИЗДЕЛИЯ🍫",Халва,qwen,2026-07-07 23:54:06.891
12934,wolt,"Шоколады, сладости / CHUNKY","Шоколады, сладости / CHUNKY",Халва,qwen,2026-07-07 23:54:06.891
12935,wolt,ШОКОЛАД И КОНФЕТЫ / Конфеты шоколадные,ШОКОЛАД И КОНФЕТЫ / Конфеты шоколадные,Халва,qwen,2026-07-07 23:54:06.891
12936,wolt,ШОКОЛАД И КОНФЕТЫ / Шоколадные яйца,ШОКОЛАД И КОНФЕТЫ / Шоколадные яйца,Халва,qwen,2026-07-07 23:54:06.891
12937,wolt,Шашлыки Сымбат Ет,Шашлыки Сымбат Ет,Тушенка из говядины,qwen,2026-07-07 23:54:06.891
12938,wolt,ШОКОЛАД / Дубайский Шоколад,ШОКОЛАД / Дубайский Шоколад,Халва,qwen,2026-07-07 23:54:06.891
12939,wolt,ШОКОЛАД И КОНФЕТЫ / Шоколад плиточный,ШОКОЛАД И КОНФЕТЫ / Шоколад плиточный,Халва,qwen,2026-07-07 23:54:06.891
12940,wolt,"Шоколады, сладости / Вафли, печеньки, крекеры","Шоколады, сладости / Вафли, печеньки, крекеры",Халва,qwen,2026-07-07 23:54:06.891
12941,wolt,Шашлыки Сымбат Ет,Шашлыки Сымбат Ет,Тушенка из конины,qwen,2026-07-07 23:54:06.891
12942,wolt,"ШОКОЛАДЫ, КОНФЕТЫ, ПАСТИЛА / ПАСТИЛА","ШОКОЛАДЫ, КОНФЕТЫ, ПАСТИЛА / ПАСТИЛА",Халва,qwen,2026-07-07 23:54:06.891
12943,wolt,Шоколадные напитки / MILKY WAY,Шоколадные напитки / MILKY WAY,Халва,qwen,2026-07-07 23:54:06.891
12944,wolt,Японский Чай,Японский Чай,Чай черный,qwen,2026-07-07 23:54:06.891
12945,wolt,"Шоколады, сладости / Яшкино","Шоколады, сладости / Яшкино",Халва,qwen,2026-07-07 23:54:06.891
12946,wolt,ШОКОЛАДНЫЙ ШОКОЛАД,ШОКОЛАДНЫЙ ШОКОЛАД,Халва,qwen,2026-07-07 23:54:06.891
12947,wolt,👼🏻  Для самых маленьких,👼🏻  Для самых маленьких,Фруктовое и овощное пюре,qwen,2026-07-07 23:54:44.601
12948,wolt,🍞ХЛЕБ,🍞ХЛЕБ,Хлеб,qwen,2026-07-07 23:54:44.601
12949,wolt,🍾АЛКОГОЛЬНЫЕ НАПИТКИ🍺 / ИГРИСТОЕ,🍾АЛКОГОЛЬНЫЕ НАПИТКИ🍺 / ИГРИСТОЕ,"Шампанское, игристые вина",qwen,2026-07-07 23:54:44.601
12950,wolt,🍜🍝🥣 Разное,🍜🍝🥣 Разное,Чечевица,qwen,2026-07-07 23:54:44.601
12951,wolt,🍭Сладости🍭,🍭Сладости🍭,Финики сушеные,qwen,2026-07-07 23:54:44.601
12952,wolt,🍵 ЧАЙ И ЦИКОРИЙ,🍵 ЧАЙ И ЦИКОРИЙ,Чай зеленый,qwen,2026-07-07 23:54:44.601
12953,wolt,🍜🍝🥣 Разное,🍜🍝🥣 Разное,Фасоль,qwen,2026-07-07 23:54:44.601
12954,wolt,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,Тушенка из говядины,qwen,2026-07-07 23:54:44.601
12955,wolt,🍜🍝🥣 Разное,🍜🍝🥣 Разное,Финики сушеные,qwen,2026-07-07 23:54:44.601
12956,wolt,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,"Фрукты, ягоды консервированные",qwen,2026-07-07 23:54:44.601
12957,wolt,🍭Сладости🍭,🍭Сладости🍭,Халва,qwen,2026-07-07 23:54:44.601
12958,wolt,"🥫СОУСЫ, специи, уксус","🥫СОУСЫ, специи, уксус","Уксус, уксусная эссенция",qwen,2026-07-07 23:54:44.601
12959,wolt,🍜🍝🥣 Разное,🍜🍝🥣 Разное,Цветная капуста,qwen,2026-07-07 23:54:44.601
12960,wolt,🍵 ЧАЙ И ЦИКОРИЙ,🍵 ЧАЙ И ЦИКОРИЙ,Чай черный,qwen,2026-07-07 23:54:44.601
12961,wolt,"🥫СОУСЫ, специи, уксус","🥫СОУСЫ, специи, уксус",Чеснок,qwen,2026-07-07 23:54:44.601
12962,wolt,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,Фасоль,qwen,2026-07-07 23:54:44.601
12963,wolt,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,🍱 КОРЕЙСКИЕ СОУСЫ/КОНСЕРВЫ,Тушенка из конины,qwen,2026-07-07 23:54:44.601
12964,kaspi_food,Frozen semi-finished meat products,Frozen semi-finished meat products,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
12965,astykzhan,gastronomiya,gastronomiya,Шпроты в масле,qwen,2026-07-07 23:55:42.605
12966,arbuz,"225183-zamorozhennye_produkty","225183-zamorozhennye_produkty",Ягоды замороженные,qwen,2026-07-07 23:55:42.605
12967,kaspi_food,Candies,Candies,Шоколад,qwen,2026-07-07 23:55:42.605
12968,semeiniy,konditerskie-izdeliya,konditerskie-izdeliya,Шоколад,qwen,2026-07-07 23:55:42.605
12969,kaspi_food,Water,Water,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12970,kaspi_food,Yogurt,Yogurt,Яйца,qwen,2026-07-07 23:55:42.605
12971,astykzhan,konditerskie-izdeliya,konditerskie-izdeliya,Шоколад,qwen,2026-07-07 23:55:42.605
12972,semeiniy,bakaleya,bakaleya,Шпроты в масле,qwen,2026-07-07 23:55:42.605
12973,astykzhan,svezhie-ovoshchi-frukty,svezhie-ovoshchi-frukty,Яблоки,qwen,2026-07-07 23:55:42.605
12974,kaspi_food,Cakes,Cakes,Шоколад,qwen,2026-07-07 23:55:42.605
12975,arbuz,"225161-moloko_syr_i_yaica","225161-moloko_syr_i_yaica",Яйца,qwen,2026-07-07 23:55:42.605
12976,arbuz,"225166-kofe_chai_sladosti","225166-kofe_chai_sladosti",Шоколад,qwen,2026-07-07 23:55:42.605
12977,kaspi_food,Desserts,Desserts,Шоколад,qwen,2026-07-07 23:55:42.605
12978,astykzhan,napitki-bezalkogolnye,napitki-bezalkogolnye,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12979,kaspi_food,Milkshakes,Milkshakes,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12980,kaspi_food,Cold coffee,Cold coffee,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12981,kaspi_food,Cheese,Cheese,Яйца,qwen,2026-07-07 23:55:42.605
12982,astykzhan,bakaleya,bakaleya,Яйца,qwen,2026-07-07 23:55:42.605
12985,semeiniy,napitki,napitki,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12986,kaspi_food,Butter and margarine,Butter and margarine,Яйца,qwen,2026-07-07 23:55:42.605
12987,semeiniy,moloko-syr-maslo-yaytsa,moloko-syr-maslo-yaytsa,Яйца,qwen,2026-07-07 23:55:42.605
12988,kaspi_food,Frozen pastries,Frozen pastries,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
12989,kaspi_food,Eggs,Eggs,Яйца,qwen,2026-07-07 23:55:42.605
12990,kaspi_food,Carbonated drinks,Carbonated drinks,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12991,kaspi_food,Gingerbread and waffles,Gingerbread and waffles,Шоколад,qwen,2026-07-07 23:55:42.605
12992,kaspi_food,Moreprodukty,Moreprodukty,Шпроты в масле,qwen,2026-07-07 23:55:42.605
12993,kaspi_food,Milk,Milk,Яйца,qwen,2026-07-07 23:55:42.605
12994,kaspi_food,Fish,Fish,Шпроты в масле,qwen,2026-07-07 23:55:42.605
12995,kaspi_food,Frozen semi-finished fish products,Frozen semi-finished fish products,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
12996,kaspi_food,Cold tea,Cold tea,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12997,kaspi_food,Canned fish,Canned fish,Шпроты в масле,qwen,2026-07-07 23:55:42.605
12998,kaspi_food,Kvass,Kvass,Энергетические напитки,qwen,2026-07-07 23:55:42.605
12999,kaspi_food,Boxed candies,Boxed candies,Шоколад,qwen,2026-07-07 23:55:42.605
13000,kaspi_food,Sweet gift sets,Sweet gift sets,Шоколад,qwen,2026-07-07 23:55:42.605
13001,arbuz,"225752-ryba_i_moreprodukty","225752-ryba_i_moreprodukty",Шпроты в масле,qwen,2026-07-07 23:55:42.605
13002,astykzhan,konservy,konservy,Шпроты в масле,qwen,2026-07-07 23:55:42.605
13003,kaspi_food,Frozen fruits and berries,Frozen fruits and berries,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
13004,kaspi_food,Frozen semi-finished dough products,Frozen semi-finished dough products,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
13005,kaspi_food,Vegetable milk,Vegetable milk,Энергетические напитки,qwen,2026-07-07 23:55:42.605
13006,kaspi_food,Cookies and crackers,Cookies and crackers,Шоколад,qwen,2026-07-07 23:55:42.605
13007,kaspi_food,Frozen vegetables and mixes,Frozen vegetables and mixes,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
13008,kaspi_food,Energy drinks,Energy drinks,Энергетические напитки,qwen,2026-07-07 23:55:42.605
13009,astykzhan,zamorozhennye-i-okhlazhdennye-produkty,zamorozhennye-i-okhlazhdennye-produkty,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
13010,kaspi_food,Curd snacks,Curd snacks,Яйца,qwen,2026-07-07 23:55:42.605
13011,arbuz,"14-voda_i_napitki","14-voda_i_napitki",Энергетические напитки,qwen,2026-07-07 23:55:42.605
13012,arbuz,"225164-ovoshi_frukty_zelen","225164-ovoshi_frukty_zelen",Яблоки,qwen,2026-07-07 23:55:42.605
13013,kaspi_food,Fruits,Fruits,Яблоки,qwen,2026-07-07 23:55:42.605
13014,kaspi_food,Marshmallow,Marshmallow,Шоколад,qwen,2026-07-07 23:55:42.605
13015,kaspi_food,Chocolate paste,Chocolate paste,Шоколад,qwen,2026-07-07 23:55:42.605
13016,astykzhan,molochnye-produkty,molochnye-produkty,Яйца,qwen,2026-07-07 23:55:42.605
13017,kaspi_food,Eastern sweets,Eastern sweets,Шоколад,qwen,2026-07-07 23:55:42.605
13018,kaspi_food,Dragee,Dragee,Шоколад,qwen,2026-07-07 23:55:42.605
13019,kaspi_food,Frozen pizza and sandwiches,Frozen pizza and sandwiches,Ягоды замороженные,qwen,2026-07-07 23:55:42.605
13020,kaspi_food,Berries,Berries,Яблоки,qwen,2026-07-07 23:55:42.605
13021,kaspi_food,Starter cultures for dairy products,Starter cultures for dairy products,Яйца,qwen,2026-07-07 23:55:42.605
13022,kaspi_food,Rusks,Rusks,Шоколад,qwen,2026-07-07 23:55:42.605
13023,kaspi_food,Canned milk,Canned milk,Яйца,qwen,2026-07-07 23:55:42.605
13024,kaspi_food,Powdered milk,Powdered milk,Яйца,qwen,2026-07-07 23:55:42.605
13025,kaspi_food,Juices and nectars,Juices and nectars,Энергетические напитки,qwen,2026-07-07 23:55:42.605
13026,kaspi_food,Crispbread,Crispbread,Шоколад,qwen,2026-07-07 23:55:42.605
13027,kaspi_food,Kefir,Kefir,Яйца,qwen,2026-07-07 23:55:42.605
13028,kaspi_food,Chocolate bars,Chocolate bars,Шоколад,qwen,2026-07-07 23:55:42.605
13029,kaspi_food,Cottage cheese,Cottage cheese,Яйца,qwen,2026-07-07 23:55:42.605
13030,astykzhan,bakaleya,bakaleya,Шоколад,qwen,2026-07-07 23:55:42.605
13031,kaspi_food,Sour cream,Sour cream,Яйца,qwen,2026-07-07 23:55:42.605
13032,wolt,    Кондитерские изделия,    Кондитерские изделия,Шоколад,qwen,2026-07-07 23:56:04.126
13033,wolt, Bean to bar ШОКОЛАД, Bean to bar ШОКОЛАД,Шоколад,qwen,2026-07-07 23:56:04.126
13034,wolt,COOKIES 130ГР 🍪,COOKIES 130ГР 🍪,Шоколад,qwen,2026-07-07 23:56:38.185
13035,wolt,LOOT COOKIES BY SHOKANOV / Штучное печенье,LOOT COOKIES BY SHOKANOV / Штучное печенье,Шоколад,qwen,2026-07-07 23:56:38.185
13036,wolt,LOOT COOKIES BY SHOKANOV / Наборы печенья,LOOT COOKIES BY SHOKANOV / Наборы печенья,Шоколад,qwen,2026-07-07 23:56:38.185
13037,wolt,MAISON - КЛУБНИКА В ШОКОЛАДЕ 🍓,MAISON - КЛУБНИКА В ШОКОЛАДЕ 🍓,Шоколад,qwen,2026-07-07 23:56:38.185
13038,wolt,LOOT COOKIES BY SHOKANOV / Кондитерские изделия,LOOT COOKIES BY SHOKANOV / Кондитерские изделия,Шоколад,qwen,2026-07-07 23:56:38.185
13039,wolt,CЕТЫ ,CЕТЫ ,Шоколад,qwen,2026-07-07 23:56:38.185
13040,wolt,CLASSIC BOX🎁,CLASSIC BOX🎁,Шоколад,qwen,2026-07-07 23:56:38.185
13041,wolt,БАКАЛЕЯ / ПОЛЕЗНЫЕ ПЕРЕКУСЫ И СЛАДОСТИ,БАКАЛЕЯ / ПОЛЕЗНЫЕ ПЕРЕКУСЫ И СЛАДОСТИ,Шоколад,qwen,2026-07-07 23:57:33.518
13042,wolt,БАКАЛЕЯ / Вода и напитки,БАКАЛЕЯ / Вода и напитки,Энергетические напитки,qwen,2026-07-07 23:57:33.518
13043,wolt,БАКАЛЕЯ / Кондитерские изделия,БАКАЛЕЯ / Кондитерские изделия,Шоколад,qwen,2026-07-07 23:57:33.518
